Name,Division,Conference,City,State,Academic_Website,Athletic_Website,NCAA_ID,Data_Quality
"University of California, Irvine","NCAA DI","Big West Conference","","CA","https://www.uci.edu","https://ucirvinesports.com/","109",100
"University of California, Los Angeles","NCAA DI","Big Ten Conference","","CA","https://www.ucla.edu","https://www.uclabruins.com","110",100
"University of California, Riverside","NCAA DI","Big West Conference","","CA","https://www.ucr.edu","https://www.gohighlanders.com/","111",100
"University of California, San Diego","NCAA DI","Big West Conference","","CA","https://www.ucsd.edu","https://www.ucsdtritons.com","112",100
"University of California, Santa Barbara","NCAA DI","Big West Conference","","CA","https://www.ucsb.edu","https://ucsbgauchos.com","104",100
"University of Central Arkansas","NCAA DI","Atlantic Sun Conference","","AR","https://www.uca.edu","https://www.ucasports.com","1004",100
"University of Central Florida","NCAA DI","Big 12 Conference","","FL","https://www.ucf.edu","https://www.ucfknights.com/","128",100
"University of Cincinnati","NCAA DI","Big 12 Conference","","OH","https://uc.edu","https://gobearcats.com/","140",100
"University of Colorado Boulder","NCAA DI","Big 12 Conference","","CO","https://www.colorado.edu/","https://www.cubuffs.com/","157",100
"University of Connecticut","NCAA DI","Big East Conference","","CT","https://www.uconn.edu","https://www.uconnhuskies.com","164",100
"University of Dayton","NCAA DI","Atlantic 10 Conference","","OH","https://www.udayton.edu","https://www.daytonflyers.com","175",100
"University of Delaware","NCAA DI","Conference USA","","DE","https://www.udel.edu","https://www.bluehens.com","180",100
"University of Denver","NCAA DI","The Summit League","","CO","https://www.du.edu","https://denverpioneers.com","183",100
"University of Detroit Mercy","NCAA DI","Horizon League","","MI","https://www.udmercy.edu","https://www.detroittitans.com","184",100
"University of Evansville","NCAA DI","Missouri Valley Conference","","IN","https://www.evansville.edu","https://www.gopurpleaces.com","219",100
"University of Florida","NCAA DI","Southeastern Conference","","FL","https://www.ufl.edu","https://www.floridagators.com","235",100
"University of Georgia","NCAA DI","Southeastern Conference","","GA","https://www.uga.edu","https://www.georgiadogs.com","257",100
"University of Hawaii, Manoa","NCAA DI","Big West Conference","","HI","https://manoa.hawaii.edu","https://hawaiiathletics.com","277",100
"University of Houston","NCAA DI","Big 12 Conference","","TX","https://www.uh.edu","https://www.uhcougars.com","288",100
"University of Idaho","NCAA DI","Big Sky Conference","","ID","https://www.uidaho.edu/","https://www.govandals.com","295",100
"University of Illinois Chicago","NCAA DI","Missouri Valley Conference","","IL","https://www.uic.edu","https://www.uicflames.com","302",100
"University of Illinois Urbana-Champaign","NCAA DI","Big Ten Conference","","IL","https://illinois.edu","https://www.fightingillini.com","301",100
"University of Iowa","NCAA DI","Big Ten Conference","","IA","https://www.uiowa.edu","https://www.hawkeyesports.com","312",100
"University of Kansas","NCAA DI","Big 12 Conference","","KS","https://ku.edu","https://kuathletics.com","328",100
"University of Kentucky","NCAA DI","Southeastern Conference","","KY","https://www.uky.edu","https://www.ukathletics.com","334",100
"University of Louisiana at Lafayette","NCAA DI","Sun Belt Conference","","LA","https://www.louisiana.edu","https://www.ragincajuns.com","671",100
"University of Louisiana Monroe","NCAA DI","Sun Belt Conference","","LA","https://www.ulm.edu","https://www.ulmwarhawks.com","498",100
"University of Louisville","NCAA DI","Atlantic Coast Conference","","KY","https://www.louisville.edu/","https://www.gocards.com","367",100
"University of Maine","NCAA DI","America East Conference","","ME","https://umaine.edu","https://goblackbears.com","380",100
"University of Maryland Eastern Shore","NCAA DI","Mid-Eastern Athletic Conf.","","MD","https://wwwcp.umes.edu","https://umeshawksports.com/","393",100
"University of Maryland, Baltimore County","NCAA DI","America East Conference","","MD","https://www.umbc.edu/","https://UMBCRetrievers.com","391",100
"University of Maryland, College Park","NCAA DI","Big Ten Conference","","MD","https://www.umd.edu","https://www.umterps.com","392",100
"University of Massachusetts Lowell","NCAA DI","America East Conference","","MA","https://www.uml.edu/","https://www.goriverhawks.com","368",100
"University of Massachusetts, Amherst","NCAA DI","Mid-American Conference","","MA","https://www.umass.edu","https://www.umassathletics.com","400",100
"University of Memphis","NCAA DI","American Conference","","TN","https://www.memphis.edu","https://www.gotigersgo.com","404",100
"University of Miami (Florida)","NCAA DI","Atlantic Coast Conference","","FL","https://www.miami.edu","https://miamihurricanes.com","415",100
"University of Michigan","NCAA DI","Big Ten Conference","","MI","https://www.umich.edu","https://www.mgoblue.com","418",100
"University of Minnesota, Twin Cities","NCAA DI","Big Ten Conference","","MN","https://www.umn.edu","https://www.gophersports.com","428",100
"University of Mississippi","NCAA DI","Southeastern Conference","","MS","https://www.olemiss.edu","https://www.olemisssports.com","433",100
"University of Missouri-Kansas City","NCAA DI","The Summit League","","MO","https://www.umkc.edu","https://www.kcroos.com","2707",100
"University of Missouri, Columbia","NCAA DI","Southeastern Conference","","MO","https://www.missouri.edu","https://www.mutigers.com","434",100
"University of Montana","NCAA DI","Big Sky Conference","","MT","https://www.umt.edu","https://www.gogriz.com","441",100
"University of Nebraska at Omaha","NCAA DI","The Summit League","","NE","https://www.unomaha.edu/","https://www.omavs.com","464",100
"University of Nebraska-Lincoln","NCAA DI","Big Ten Conference","","NE","https://www.unl.edu","https://www.huskers.com","463",100
"University of Nevada, Las Vegas","NCAA DI","Mountain West Conference","","NV","https://www.unlv.edu/","https://unlvrebels.com","465",100
"University of Nevada, Reno","NCAA DI","Mountain West Conference","","NV","https://www.unr.edu","https://nevadawolfpack.com","466",100
"University of New Hampshire","NCAA DI","America East Conference","","NH","https://www.unh.edu","https://www.unhwildcats.com","469",100
"University of New Mexico","NCAA DI","Mountain West Conference","","NM","https://www.unm.edu/","https://www.golobos.com","473",100
"University of New Orleans","NCAA DI","Southland Conference","","LA","https://www.uno.edu","https://www.unoprivateers.com","474",100
"University of North Alabama","NCAA DI","Atlantic Sun Conference","","AL","https://www.una.edu","https://www.roarlions.com","487",100
"University of North Carolina Asheville","NCAA DI","Big South Conference","","NC","https://www.unca.edu","https://www.uncabulldogs.com","456",100
"University of North Carolina Wilmington","NCAA DI","Coastal Athletic Association","","NC","https://www.uncw.edu","https://www.uncwsports.com","460",100
"University of North Carolina, Chapel Hill","NCAA DI","Atlantic Coast Conference","","NC","https://www.unc.edu","https://www.goheels.com","457",100
"University of North Dakota","NCAA DI","The Summit League","","ND","https://www.und.edu/","https://www.fightinghawks.com","494",100
"University of North Florida","NCAA DI","Atlantic Sun Conference","","FL","https://www.unf.edu","https://www.unfospreys.com","2711",100
"University of North Texas","NCAA DI","American Conference","","TX","https://www.unt.edu","https://www.meangreensports.com","497",100
"University of Northern Colorado","NCAA DI","Big Sky Conference","","CO","https://www.unco.edu/","https://uncbears.com","502",100
"University of Northern Iowa","NCAA DI","Missouri Valley Conference","","IA","https://uni.edu","https://unipanthers.com","504",100
"University of Notre Dame","NCAA DI","Atlantic Coast Conference","","IN","https://www.nd.edu","https://www.fightingirish.com/","513",100
"University of Oklahoma","NCAA DI","Southeastern Conference","","OK","https://www.ou.edu","https://soonersports.com","522",100
"University of Oregon","NCAA DI","Big Ten Conference","","OR","https://www.uoregon.edu","https://www.goducks.com","529",100
"University of Pennsylvania","NCAA DI","The Ivy League","","PA","https://www.upenn.edu/","https://www.pennathletics.com","540",100
"University of Pittsburgh","NCAA DI","Atlantic Coast Conference","","PA","https://www.pitt.edu","https://www.pittsburghpanthers.com","545",100
"University of Portland","NCAA DI","West Coast Conference","","OR","https://www.up.edu","https://www.portlandpilots.com","551",100
"University of Rhode Island","NCAA DI","Atlantic 10 Conference","","RI","https://www.uri.edu","https://www.gorhody.com","572",100
"University of Richmond","NCAA DI","Atlantic 10 Conference","","VA","https://www.richmond.edu","https://richmondspiders.com/","575",100
"University of San Diego","NCAA DI","West Coast Conference","","CA","https://www.sandiego.edu","https://www.usdtoreros.com","627",100
"University of San Francisco","NCAA DI","West Coast Conference","","CA","https://www.usfca.edu","https://usfdons.com/index.aspx","629",100
"University of South Alabama","NCAA DI","Sun Belt Conference","","AL","https://www.southalabama.edu","https://www.usajaguars.com","646",100
"University of South Carolina Upstate","NCAA DI","Big South Conference","","SC","https://www.uscupstate.edu","https://www.upstatespartans.com","10411",100
"University of South Carolina, Columbia","NCAA DI","Southeastern Conference","","SC","https://www.sc.edu","https://gamecocksonline.com","648",100
"University of South Dakota","NCAA DI","The Summit League","","SD","https://www.usd.edu","https://www.goyotes.com","650",100
"University of South Florida","NCAA DI","American Conference","","FL","https://www.usf.edu/","https://www.gousfbulls.com/","651",100
"University of Southern California","NCAA DI","Big Ten Conference","","CA","https://usc.edu","https://usctrojans.com","657",100
"University of Southern Indiana","NCAA DI","Ohio Valley Conference","","IN","https://www.usi.edu/","https://www.usiscreamingeagles.com/","661",100
"University of St. Thomas (Minnesota)","NCAA DI","The Summit League","","MN","https://www.stthomas.edu","https://www.Tommiesports.com","620",100
"University of Tennessee at Chattanooga","NCAA DI","Southern Conference","","TN","https://www.utc.edu","https://www.gomocs.com","693",100
"University of Tennessee at Martin","NCAA DI","Ohio Valley Conference","","TN","https://www.utm.edu/","https://www.utmsports.com","695",100
"University of Tennessee, Knoxville","NCAA DI","Southeastern Conference","","TN","https://www.utk.edu","https://www.utsports.com","694",100
"University of Texas at Arlington","NCAA DI","Western Athletic Conference","","TX","https://www.uta.edu","https://www.utamavs.com","702",100
"University of Texas at Austin","NCAA DI","Southeastern Conference","","TX","https://www.utexas.edu","https://www.TexasLonghorns.com","703",100
"University of Texas at El Paso","NCAA DI","Conference USA","","TX","https://www.utep.edu","https://www.utepminers.com","704",100
"University of Texas at San Antonio","NCAA DI","American Conference","","TX","https://www.utsa.edu","https://www.goutsa.com","706",100
"University of the Incarnate Word","NCAA DI","Southland Conference","","TX","https://www.uiw.edu","https://uiwcardinals.com","2743",100
"University of the Pacific","NCAA DI","West Coast Conference","","CA","https://www.pacific.edu","https://www.pacifictigers.com","534",100
"University of Toledo","NCAA DI","Mid-American Conference","","OH","https://www.utoledo.edu","https://www.utrockets.com","709",100
"University of Utah","NCAA DI","Big 12 Conference","","UT","https://www.utah.edu/","https://utahutes.com/","732",100
"University of Vermont","NCAA DI","America East Conference","","VT","https://www.uvm.edu","https://www.uvmathletics.com","738",100
"University of Virginia","NCAA DI","Atlantic Coast Conference","","VA","https://www.virginia.edu","https://www.virginiasports.com","746",100
"University of Washington","NCAA DI","Big Ten Conference","","WA","https://www.washington.edu/","https://www.gohuskies.com","756",100
"University of Wisconsin-Green Bay","NCAA DI","Horizon League","","WI","https://www.uwgb.edu","https://greenbayphoenix.com","794",100
"University of Wisconsin-Madison","NCAA DI","Big Ten Conference","","WI","https://www.wisc.edu/","https://www.uwbadgers.com","796",100
"University of Wisconsin-Milwaukee","NCAA DI","Horizon League","","WI","https://www.uwm.edu","https://www.mkepanthers.com","797",100
"University of Wyoming","NCAA DI","Mountain West Conference","","WY","https://www.uwyo.edu","https://www.gowyo.com","811",100
"Utah State University","NCAA DI","Mountain West Conference","","UT","https://www.usu.edu","https://www.utahstateaggies.com","731",100
"Utah Tech University","NCAA DI","Western Athletic Conference","","UT","https://utahtech.edu","https://utahtechtrailblazers.com/","30095",100
"Utah Valley University","NCAA DI","Western Athletic Conference","","UT","https://www.uvu.edu","https://www.gouvu.com","30024",100
"Valparaiso University","NCAA DI","Missouri Valley Conference","","IN","https://www.valpo.edu/","https://www.valpoathletics.com","735",100
"Vanderbilt University","NCAA DI","Southeastern Conference","","TN","https://vanderbilt.edu","https://vucommodores.com","736",100
"Villanova University","NCAA DI","Big East Conference","","PA","https://www.villanova.edu","https://www.villanova.com","739",100
"Virginia Commonwealth University","NCAA DI","Atlantic 10 Conference","","VA","https://www.vcu.edu","https://www.vcuathletics.com","740",100
"Virginia Military Institute","NCAA DI","Southern Conference","","VA","https://www.vmi.edu","https://www.vmikeydets.com","741",100
"Virginia Polytechnic Institute and State University","NCAA DI","Atlantic Coast Conference","","VA","https://www.vt.edu","https://www.hokiesports.com","742",100
"Wagner College","NCAA DI","Northeast Conference","","NY","https://www.wagner.edu","https://www.wagnerathletics.com","748",100
"Wake Forest University","NCAA DI","Atlantic Coast Conference","","NC","https://www.wfu.edu","https://www.godeacs.com","749",100
"Washington State University","NCAA DI","Pac-12 Conference","","WA","https://www.wsu.edu","https://www.wsucougars.com","754",100
"Weber State University","NCAA DI","Big Sky Conference","","UT","https://www.weber.edu","https://www.weberstatesports.com/","758",100
"West Virginia University","NCAA DI","Big 12 Conference","","WV","https://www.wvu.edu","https://www.wvusports.com","768",100
"Western Carolina University","NCAA DI","Southern Conference","","NC","https://www.wcu.edu/","https://www.catamountsports.com","769",100
"Western Illinois University","NCAA DI","Ohio Valley Conference","","IL","https://www.wiu.edu","https://www.goleathernecks.com","771",100
"Western Kentucky University","NCAA DI","Conference USA","","KY","https://www.wku.edu","https://www.wkusports.com","772",100
"Western Michigan University","NCAA DI","Mid-American Conference","","MI","https://www.wmich.edu","https://www.wmubroncos.com","774",100
"Wichita State University","NCAA DI","American Conference","","KS","https://www.wichita.edu","https://www.goshockers.com","782",100
"William & Mary","NCAA DI","Coastal Athletic Association","","VA","https://www.wm.edu","https://www.tribeathletics.com","786",100
"Winthrop University","NCAA DI","Big South Conference","","SC","https://www.winthrop.edu/","https://www.winthropeagles.com","792",100
"Wofford College","NCAA DI","Southern Conference","","SC","https://www.wofford.edu/","https://www.wofford.edu/athletics","2915",100
"Wright State University","NCAA DI","Horizon League","","OH","https://www.wright.edu","https://www.wsuraiders.com","810",100
"Xavier University","NCAA DI","Big East Conference","","OH","https://www.xavier.edu","https://www.goxavier.com","812",100
"Yale University","NCAA DI","The Ivy League","","CT","https://www.yale.edu","https://www.yalebulldogs.com","813",100
"Youngstown State University","NCAA DI","Horizon League","","OH","https://www.ysu.edu","https://www.ysusports.com","817",100
"EC University ","NCAA DI","","","IN","","","30270",60
"Adams State University","NCAA DII","Rocky Mountain Athletic Conference","","CO","https://www.adams.edu","https://www.asugrizzlies.com","929",100
"Adelphi University","NCAA DII","Northeast-10 Conference","","NY","https://www.adelphi.edu","https://www.aupanthers.com","3",100
"Albany State University (Georgia)","NCAA DII","Southern Intercol. Ath. Conf.","","GA","https://www.asurams.edu","https://www.asugoldenrams.com","13",100
"Allen University","NCAA DII","Southern Intercol. Ath. Conf.","","SC","https://allenuniversity.edu","https://auyellowjackets.com","30240",100
"American International College","NCAA DII","Northeast-10 Conference","","MA","https://aic.edu","https://aicyellowjackets.com","22",100
"Anderson University (South Carolina)","NCAA DII","South Atlantic Conference","","SC","https://www.andersonuniversity.edu","https://www.autrojans.com","13028",100
"Angelo State University","NCAA DII","Lone Star Conference","","TX","https://www.angelo.edu","https://www.angelosports.com","25",100
"Arkansas Tech University","NCAA DII","Great American Conference","","AR","https://www.atu.edu","https://www.arkansastechsports.com/","947",100
"Ashland University","NCAA DII","Great Midwest Athletic Conference","","OH","https://www.ashland.edu","https://www.goashlandeagles.com","35",100
"Assumption University","NCAA DII","Northeast-10 Conference","","MA","https://www.assumption.edu","https://www.assumptiongreyhounds.com","36",100
"Auburn University at Montgomery","NCAA DII","Gulf South Conference","","AL","https://www.aum.edu","https://www.aumathletics.com","30093",100
"Augusta University","NCAA DII","Peach Belt Conference","","GA","https://www.augusta.edu","https://www.augustajags.com","39",100
"Augustana University (South Dakota)","NCAA DII","Northern Sun Intercollegiate Conference","","SD","https://www.augie.edu","https://www.goaugie.com","41",100
"Azusa Pacific University","NCAA DII","Pacific West Conference","","CA","https://www.apu.edu","https://athletics.apu.edu","30146",100
"Barry University","NCAA DII","Sunshine State Conference","","FL","https://www.barry.edu","https://Www.GoBarryBucs.com","49",100
"Barton College","NCAA DII","Conference Carolinas","","NC","https://www.barton.edu","https://www.bartonbulldogs.com","15646",100
"Belmont Abbey College","NCAA DII","Conference Carolinas","","NC","https://www.bac.edu","https://www.abbeyathletics.com","2683",100
"Bemidji State University","NCAA DII","Northern Sun Intercollegiate Conference","","MN","https://www.bemidjistate.edu/","https://www.bsubeavers.com/","54",100
"Benedict College","NCAA DII","Southern Intercol. Ath. Conf.","","SC","https://www.benedict.edu","https://benedicttigers.com","55",100
"Bentley University","NCAA DII","Northeast-10 Conference","","MA","https://www.bentley.edu","https://www.bentley.edu/athletics","56",100
"Biola University","NCAA DII","Pacific West Conference","","CA","https://www.biola.edu","https://athletics.biola.edu","30220",100
"Black Hills State University","NCAA DII","Rocky Mountain Athletic Conference","","SD","https://www.bhsu.edu","https://bhsuathletics.com","30134",100
"Bloomsburg University of Pennsylvania","NCAA DII","Pennsylvania State Athletic Conference","","PA","https://www.commonwealthu.edu","https://www.buhuskies.com","65",100
"Bluefield State University","NCAA DII","Central Intercollegiate Athletic Association","","WV","https://bluefieldstate.edu","https://gobstate.com","985",100
"Bowie State University","NCAA DII","Central Intercollegiate Athletic Association","","MD","https://www.bowiestate.edu","https://www.bsubulldogs.com","70",100
"Caldwell University","NCAA DII","Central Atlantic Collegiate Conference","","NJ","https://www.caldwell.edu/","https://www.caldwellathletics.com","995",100
"California State Polytechnic University, Humboldt","NCAA DII","California Collegiate Athletic Association","","CA","https://www.humboldt.edu","https://humboldtathletics.com","291",100
"California State Polytechnic University, Pomona","NCAA DII","California Collegiate Athletic Association","","CA","https://www.cpp.edu","https://www.broncoathletics.com","91",100
"California State University, Chico","NCAA DII","California Collegiate Athletic Association","","CA","https://www.csuchico.edu","https://www.chicowildcats.com","95",100
"California State University, Dominguez Hills","NCAA DII","California Collegiate Athletic Association","","CA","https://www.csudh.edu","https://www.gotoros.com","92",100
"California State University, East Bay","NCAA DII","California Collegiate Athletic Association","","CA","https://www.csueastbay.edu","https://www.eastbaypioneers.com","98",100
"California State University, Los Angeles","NCAA DII","California Collegiate Athletic Association","","CA","https://www.calstatela.edu","https://www.lagoldeneagles.com","100",100
"California State University, Monterey Bay","NCAA DII","California Collegiate Athletic Association","","CA","https://www.csumb.edu","https://www.otterathletics.com","30055",100
"California State University, San Bernardino","NCAA DII","California Collegiate Athletic Association","","CA","https://www.csusb.edu","https://www.csusbathletics.com","93",100
"California State University, San Marcos","NCAA DII","California Collegiate Athletic Association","","CA","https://www.csusm.edu","https://csusmcougars.com","30198",100
"California State University, Stanislaus","NCAA DII","California Collegiate Athletic Association","","CA","https://www.csustan.edu","https://www.warriorathletics.com","103",100
"Cameron University","NCAA DII","Lone Star Conference","","OK","https://www.cameron.edu","https://cameronaggies.com","996",100
"Carson-Newman University","NCAA DII","South Atlantic Conference","","TN","https://www.cn.edu","https://cneagles.com","1000",100
"Catawba College","NCAA DII","South Atlantic Conference","","NC","https://www.catawba.edu","https://www.catawbaathletics.com","1001",100
"Cedarville University","NCAA DII","Great Midwest Athletic Conference","","OH","https://www.cedarville.edu","https://www.yellowjackets.cedarville.edu","30124",100
"Central State University","NCAA DII","Southern Intercol. Ath. Conf.","","OH","https://www.centralstate.edu","https://www.maraudersports.com","30049",100
"Central Washington University","NCAA DII","Great Northwest Athletic Conference","","WA","https://cwu.edu","https://wildcatsports.com","1010",100
"Chadron State College","NCAA DII","Rocky Mountain Athletic Conference","","NE","https://www.csc.edu","https://www.chadroneagles.com","1012",100
"Chaminade University","NCAA DII","Pacific West Conference","","HI","https://www.chaminade.edu","https://goswords.com/","133",100
"Chestnut Hill College","NCAA DII","Central Atlantic Collegiate Conference","","PA","https://www.chc.edu","https://www.griffinathletics.com","21323",100
"Chowan University","NCAA DII","Conference Carolinas","","NC","https://www.chowan.edu","https://www.gocuhawks.com","8875",100
"Christian Brothers University","NCAA DII","Gulf South Conference","","TN","https://www.cbu.edu","https://www.cbubucs.com","1015",100
"Claflin University","NCAA DII","Central Intercollegiate Athletic Association","","SC","https://www.claflin.edu","https://athletics.claflin.edu","30058",100
"Clark Atlanta University","NCAA DII","Southern Intercol. Ath. Conf.","","GA","https://www.cau.edu","https://www.clarkatlantasports.com","144",100
"Clayton State University","NCAA DII","Peach Belt Conference","","GA","https://www.clayton.edu","https://www.claytonstatesports.com","20576",100
"Coker University","NCAA DII","South Atlantic Conference","","SC","https://www.coker.edu","https://www.cokercobras.com/","1023",100
"College of Staten Island","NCAA DII","East Coast Conference","","NY","https://www.csi.cuny.edu","https://www.csidolphins.com","675",100
"Colorado Christian University","NCAA DII","Rocky Mountain Athletic Conference","","CO","https://www.ccu.edu","https://www.ccucougars.com","11403",100
"Colorado Mesa University","NCAA DII","Rocky Mountain Athletic Conference","","CO","https://coloradomesa.edu","https://cmumavericks.com","11416",100
"Colorado School of Mines","NCAA DII","Rocky Mountain Athletic Conference","","CO","https://mines.edu","https://minesathletics.com","155",100
"Colorado State University Pueblo","NCAA DII","Rocky Mountain Athletic Conference","","CO","https://www.csupueblo.edu","https://www.gothunderwolves.com","2720",100
"Columbus State University","NCAA DII","Peach Belt Conference","","GA","https://www.columbusstate.edu","https://csucougars.com","159",100
"Concord University","NCAA DII","Mountain East Conference","","WV","https://www.concord.edu","https://www.cumountainlions.com","1028",100
"Concordia University Irvine","NCAA DII","Pacific West Conference","","CA","https://www.cui.edu","https://www.cuigoldeneagles.com","30199",100
"Concordia University, St. Paul","NCAA DII","Northern Sun Intercollegiate Conference","","MN","https://www.csp.edu","https://cspbears.com/index.aspx","9081",100
"Converse University","NCAA DII","Conference Carolinas","","SC","https://www.converse.edu","https://govalkyries.com","8935",100
"D'Youville University","NCAA DII","East Coast Conference","","NY","https://www.dyc.edu","https://athletics.dyc.edu","1059",100
"Daemen University","NCAA DII","East Coast Conference","","NY","https://www.daemen.edu","https://daemenwildcats.com/","30174",100
"Dallas Baptist University","NCAA DII","Lone Star Conference","","TX","https://www.dbu.edu","https://www.dbupatriots.com","1045",100
"Davenport University","NCAA DII","Great Lakes Intercollegiate Athletic Conference","","MI","https://www.davenport.edu/","https://dupanthers.com","30221",100
"Davis & Elkins College","NCAA DII","Mountain East Conference","","WV","https://www.dewv.edu","https://www.senatornation.com","174",100
"Delta State University","NCAA DII","Gulf South Conference","","MS","https://www.deltastate.edu","https://www.gostatesmen.com","181",100
"Dominican University New York","NCAA DII","Central Atlantic Collegiate Conference","","NY","https://www.duny.edu","https://www.chargerathletics.com","8956",100
"Dominican University of California","NCAA DII","Pacific West Conference","","CA","https://www.dominican.edu","https://www.dominicanathletics.com","30118",100
"Drury University","NCAA DII","Great Lakes Valley Conference","","MO","https://www.drury.edu","https://www.drurypanthers.com/","1057",100
"East Central University","NCAA DII","Great American Conference","","OK","https://www.ecok.edu","https://ecutigers.com","8965",100
"East Stroudsburg University of Pennsylvania","NCAA DII","Pennsylvania State Athletic Conference","","PA","https://www.esu.edu","https://esuwarriors.com","197",100
"Eastern New Mexico University","NCAA DII","Lone Star Conference","","NM","https://www.enmu.edu","https://www.goeasternathletics.com","206",100
"Eckerd College","NCAA DII","Sunshine State Conference","","FL","https://www.eckerd.edu/","https://www.eckerdtritons.com","208",100
"Edward Waters University","NCAA DII","Southern Intercol. Ath. Conf.","","FL","https://www.ewu.edu","https://www.ewutigerpride.com","30244",100
"Elizabeth City State University","NCAA DII","Central Intercollegiate Athletic Association","","NC","https://www.ecsu.edu","https://www.ecsuvikings.com","210",100
"Embry-Riddle Aeronautical University (Florida)","NCAA DII","Sunshine State Conference","","FL","https://www.erau.edu","https://www.erauathletics.com","9680",100
"Emmanuel University (Georgia)","NCAA DII","Conference Carolinas","","GA","https://www.ec.edu","https://www.goeclions.com","30193",100
"Emory & Henry University","NCAA DII","South Atlantic Conference","","VA","https://www.emoryhenry.edu","https://www.gowasps.com","216",100
"Emporia State University","NCAA DII","Mid-America Intercollegiate Athletics Association","","KS","https://www.emporia.edu","https://www.esuhornets.com","1071",100
"Erskine College","NCAA DII","Conference Carolinas","","SC","https://www.erskine.edu","https://www.erskinesports.com","1072",100
"Fairmont State University","NCAA DII","Mountain East Conference","","WV","https://www.fairmontstate.edu","https://www.fightingfalcons.com","1076",100
"Fayetteville State University","NCAA DII","Central Intercollegiate Athletic Association","","NC","https://www.uncfsu.edu","https://fsubroncos.com","223",100
"Felician University","NCAA DII","Central Atlantic Collegiate Conference","","NJ","https://www.felician.edu","https://www.felicianuathletics.com","23157",100
"Ferris State University","NCAA DII","Great Lakes Intercollegiate Athletic Conference","","MI","https://www.ferris.edu","https://www.ferrisstatebulldogs.com","224",100
"Flagler College","NCAA DII","Peach Belt Conference","","FL","https://www.flagler.edu","https://www.flaglerathletics.com/","30092",100
"Florida Institute of Technology","NCAA DII","Sunshine State Conference","","FL","https://www.fit.edu/","https://floridatechsports.com/","230",100
"Florida Southern College","NCAA DII","Sunshine State Conference","","FL","https://www.flsouthern.edu","https://www.fscmocs.com","233",100
"Fort Hays State University","NCAA DII","Mid-America Intercollegiate Athletics Association","","KS","https://www.fhsu.edu","https://www.fhsuathletics.com","9011",100
"Fort Lewis College","NCAA DII","Rocky Mountain Athletic Conference","","CO","https://www.fortlewis.edu","https://www.goskyhawks.com","1083",100
"Fort Valley State University","NCAA DII","Southern Intercol. Ath. Conf.","","GA","https://www.fvsu.edu","https://fvsusports.com/index.aspx","237",100
"Francis Marion University","NCAA DII","Conference Carolinas","","SC","https://www.fmarion.edu","https://www.fmupatriots.com","1085",100
"Franklin Pierce University","NCAA DII","Northeast-10 Conference","","NH","https://www.franklinpierce.edu","https://www.fpuravens.com/landing/index","241",100
"Fresno Pacific University","NCAA DII","Pacific West Conference","","CA","https://www.fresno.edu","https://fpuathletics.com/","30147",100
"Frostburg State University","NCAA DII","Mountain East Conference","","MD","https://www.frostburg.edu/","https://www.frostburgsports.com","243",100
"Gannon University","NCAA DII","Pennsylvania State Athletic Conference","","PA","https://www.gannon.edu","https://www.gannonsports.com","246",100
"Georgia College","NCAA DII","Peach Belt Conference","","GA","https://www.gcsu.edu","https://www.gcsubobcats.com","1096",100
"Georgia Southwestern State University","NCAA DII","Peach Belt Conference","","GA","https://www.gsw.edu","https://www.gswcanes.com","1097",100
"Georgian Court University","NCAA DII","Central Atlantic Collegiate Conference","","NJ","https://www.georgian.edu","https://www.gculions.com","9004",100
"Glenville State University","NCAA DII","Mountain East Conference","","WV","https://www.glenville.edu","https://www.gscpioneers.com","1098",100
"Goldey-Beacom College","NCAA DII","Central Atlantic Collegiate Conference","","DE","https://www.gbc.edu","https://www.gbcathletics.com","8366",100
"Grand Valley State University","NCAA DII","Great Lakes Intercollegiate Athletic Conference","","MI","https://www.gvsu.edu","https://gvsulakers.com","262",100
"Harding University","NCAA DII","Great American Conference","","AR","https://www.harding.edu","https://www.hardingsports.com","1116",100
"Hawaii Pacific University","NCAA DII","Pacific West Conference","","HI","https://www.hpu.edu","https://www.hpusharks.com/","2696",100
"Henderson State University","NCAA DII","Great American Conference","","AR","https://hsu.edu","https://hsusports.com","1123",100
"Hillsdale College","NCAA DII","Great Midwest Athletic Conference","","MI","https://www.hillsdale.edu","https://www.hillsdalechargers.com","280",100
"Holy Family University","NCAA DII","Central Atlantic Collegiate Conference","","PA","https://www.holyfamily.edu","https://athletics.holyfamily.edu","1126",100
"Indiana University of Pennsylvania","NCAA DII","Pennsylvania State Athletic Conference","","PA","https://iup.edu","https://iupathletics.com","307",100
"Jessup University ","NCAA DII","Pacific West Conference","","CA","https://jessup.edu","https://jessupathletics.com","30262",100
"Johnson C. Smith University","NCAA DII","Central Intercollegiate Athletic Association","","NC","https://www.jcsu.edu","https://www.goldenbullsports.com","323",100
"Kentucky State University","NCAA DII","Southern Intercol. Ath. Conf.","","KY","https://www.kysu.edu/","https://ksuthorobreds.com","332",100
"Kentucky Wesleyan College","NCAA DII","Great Midwest Athletic Conference","","KY","https://kwc.edu","https://kwcpanthers.com","333",100
"King University","NCAA DII","Conference Carolinas","","TN","https://www.king.edu/","https://www.kingtornado.com/","30051",100
"Kutztown University of Pennsylvania","NCAA DII","Pennsylvania State Athletic Conference","","PA","https://www.kutztown.edu","https://www.kubears.com","339",100
